City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
mahebourg,75,MU,1581950069,83,-20.41,57.7,80.6,11.41
egvekinot,93,RU,1581950069,93,66.32,-179.17,-19.89,14.76
loandjili,40,CG,1581950069,74,-4.76,11.86,82.4,4.7
bocas del toro,63,PA,1581949999,47,9.33,-82.25,73.0,17.0
galle,38,LK,1581950048,75,6.04,80.22,82.13,4.56
saint charles,90,US,1581950070,75,38.78,-90.48,44.6,10.29
kieta,100,PG,1581950070,75,-6.22,155.63,81.55,6.6
odweyne,49,SO,1581950070,36,9.41,45.06,81.39,4.21
kavieng,100,PG,1581950070,79,-2.57,150.8,83.61,12.33
gamba,84,GA,1581950071,68,-2.65,10.0,85.21,10.18
narsaq,75,GL,1581950071,47,60.92,-46.05,12.2,6.93
clyde river,75,CA,1581950071,74,70.47,-68.59,-23.8,4.7
trogir,21,HR,1581950071,44,43.51,16.25,59.0,5.82
oranjemund,0,NA,1581950071,52,-28.55,16.43,73.0,18.05
lucapa,51,AO,1581950011,82,-8.42,20.74,78.31,1.16
bose,100,IT,1581950072,62,45.46,8.01,55.0,3.36
bilibino,4,RU,1581950072,100,68.05,166.44,-28.68,1.07
vila franca do campo,20,PT,1581950072,59,37.72,-25.43,60.8,13.87
buraydah,75,SA,1581950072,54,26.33,43.98,78.8,8.05
lagoa santa,40,BR,1581950073,69,-19.63,-43.89,78.8,4.7
esso,0,RU,1581950073,69,55.93,158.7,-9.22,5.08
broome,1,US,1581950073,92,42.25,-75.83,30.0,5.82
zhaozhou,14,CN,1581950073,97,45.68,125.32,-1.07,4.81
doka,0,SD,1581949814,10,13.52,35.77,97.7,10.11
itamarandiba,100,BR,1581950073,59,-17.86,-42.86,79.5,4.85
khandyga,100,RU,1581950074,98,62.67,135.6,-11.4,0.45
umm lajj,100,SA,1581950074,55,25.02,37.27,68.31,8.48
puerto escondido,40,MX,1581950074,88,15.85,-97.07,77.0,5.82
port moresby,88,PG,1581950074,79,-9.44,147.18,81.41,8.93
rio grande,100,BR,1581950075,62,-32.03,-52.1,89.6,4.7
phalombe,74,MW,1581950075,93,-15.81,35.65,73.54,7.11
peniche,40,PT,1581950075,67,39.36,-9.38,63.0,12.75
airai,100,TL,1581950076,98,-8.93,125.41,69.3,0.47
kurilsk,100,RU,1581950076,85,45.23,147.88,23.94,8.57
vikhorevka,8,RU,1581950076,100,56.12,101.16,10.4,2.24
nyurba,100,RU,1581949985,94,63.28,118.33,3.6,6.69
vila velha,20,BR,1581949945,66,-20.33,-40.29,87.01,11.41
jardim,40,BR,1581950077,55,-21.48,-56.14,91.2,10.09
lorengau,34,PG,1581950077,78,-2.02,147.27,84.24,12.73
leningradskiy,29,RU,1581950077,86,69.38,178.42,-20.13,3.15
ponta delgada,20,PT,1581950078,59,37.73,-25.67,60.8,13.87
havelock,75,US,1581950078,81,34.88,-76.9,52.0,11.41
paamiut,94,GL,1581950078,56,61.99,-49.67,10.98,8.75
zaysan,100,KZ,1581950078,95,47.47,84.87,12.94,2.82
joshimath,0,IN,1581950078,34,30.57,79.57,35.98,10.33
balakhta,100,RU,1581950079,93,55.38,91.6,10.22,1.1
kadoshkino,100,RU,1581950079,83,54.03,44.42,32.54,25.43
rocha,60,UY,1581949853,67,-34.48,-54.33,85.32,12.82
paita,0,PE,1581950079,100,-5.09,-81.11,62.6,12.75
nkoteng,85,CM,1581950024,18,4.52,12.03,101.7,1.41
bolu,0,TR,1581949800,82,40.67,31.58,34.14,3.29
urumqi,0,CN,1581950080,79,43.8,87.6,19.4,2.24
kaputa,36,ZM,1581950080,84,-8.47,29.66,76.35,2.42
shelburne,90,CA,1581950080,62,44.08,-80.2,26.01,8.05
berwick,1,US,1581950080,63,41.05,-76.23,39.0,3.36
ayagoz,100,KZ,1581950081,95,47.97,80.44,17.8,3.15
sakakah,67,SA,1581950081,42,29.97,40.21,62.6,8.66
eidfjord,100,NO,1581950081,86,60.47,7.07,33.01,13.0
half moon bay,90,US,1581950082,100,37.46,-122.43,50.0,3.36
neuquen,75,AR,1581950082,48,-38.95,-68.06,64.4,10.29
coquimbo,0,CL,1581950082,77,-29.95,-71.34,64.4,11.41
renqiu,0,CN,1581949965,28,38.7,116.09,36.97,8.77
sioux lookout,90,CA,1581950082,60,50.1,-91.92,5.0,9.17
isetskoye,0,RU,1581950082,93,56.49,65.32,11.25,8.99
san ignacio,6,BZ,1581950083,94,17.16,-89.07,75.99,4.34
vostok,100,RU,1581950083,97,46.49,135.88,8.8,2.82
lamar,90,US,1581950083,87,33.67,-95.58,64.0,13.87
korla,17,CN,1581950083,88,41.76,86.15,30.0,3.24
owando,77,CG,1581950083,49,-0.48,15.9,90.37,5.46
santiago del estero,82,AR,1581950083,53,-27.8,-64.26,93.27,14.25
requena,20,ES,1581950084,63,39.49,-1.1,77.0,16.11
srednekolymsk,86,RU,1581950084,93,67.45,153.68,-13.81,6.69
lianran,90,CN,1581950084,93,24.92,102.48,43.0,8.95
jefferson city,90,US,1581950084,80,38.58,-92.17,50.0,4.7
jiuquan,0,CN,1581950084,39,39.74,98.52,21.52,3.98
mapastepec,0,MX,1581950084,40,15.43,-92.9,85.69,0.96
palmares,100,BR,1581950085,48,-8.68,-35.59,88.83,9.24
siverek,75,TR,1581950085,65,37.76,39.32,44.6,13.87
corinto,20,GR,1581950085,51,37.94,22.96,60.01,9.17
acapulco,5,MX,1581950085,83,16.86,-99.89,75.2,4.7
sri aman,89,MY,1581950085,100,1.24,111.46,75.0,1.9
krasnaya zarya,100,RU,1581950086,77,52.78,37.68,34.47,22.19
bulungu,30,CD,1581950086,67,-4.55,18.6,84.72,6.69
usoke,40,TZ,1581950086,78,-5.17,32.35,78.8,11.41
yagodnoye,35,RU,1581950086,78,62.55,149.67,-21.51,2.8
rokytne,100,UA,1581950087,66,51.28,27.21,48.22,8.55
mayumba,100,GA,1581950087,74,-3.43,10.66,81.25,9.6
moron,75,AR,1581950087,78,-34.65,-58.62,87.01,12.75
channel-port aux basques,2,CA,1581950087,85,47.57,-59.14,29.86,1.3
balakhninskiy,100,RU,1581950088,96,58.01,114.28,4.66,3.67
mount isa,0,AU,1581950088,44,-20.73,139.5,78.8,6.33
alibag,0,IN,1581950088,45,18.64,72.88,86.0,5.82
narasannapeta,0,IN,1581950088,78,18.42,84.05,74.17,1.54
moroto,0,UG,1581950089,30,2.53,34.67,87.51,20.04
matay,2,EG,1581950089,41,28.42,30.78,66.13,14.34
brae,20,GB,1581950089,75,60.4,-1.35,46.4,28.86
xinzhou,0,CN,1581950089,26,38.41,112.73,27.64,2.26
aromashevo,0,RU,1581950089,95,56.86,68.64,12.18,6.98
maniwaki,0,CA,1581950090,79,46.38,-75.97,8.38,3.2
kulhudhuffushi,7,MV,1581949838,74,6.62,73.07,82.94,11.18
princeton,1,US,1581950091,83,25.54,-80.41,80.01,4.7
manga,0,BF,1581950091,5,11.66,-1.07,100.26,6.06
auki,100,SB,1581950092,81,-8.77,160.7,83.28,17.92
dawei,100,MM,1581950092,69,14.08,98.2,77.99,7.47
qui nhon,95,VN,1581950092,93,13.77,109.23,68.79,7.14
harper,0,LR,1581949833,59,4.38,-7.72,88.5,8.32
pasighat,62,IN,1581950093,66,28.07,95.33,66.9,2.3
rabo de peixe,20,PT,1581950093,59,37.8,-25.58,60.8,13.87
petilia policastro,0,IT,1581950093,62,39.11,16.79,59.0,11.41
leua,100,SK,1581950093,50,48.22,18.61,55.0,2.24
maningrida,100,AU,1581950093,77,-12.07,134.27,83.28,7.67
westport,1,US,1581949863,60,41.14,-73.36,44.01,6.93
sheridan,90,US,1581950094,79,44.83,-106.92,27.0,11.41
shahreza,0,IR,1581950011,44,32.03,51.88,50.02,5.79
takoradi,34,GH,1581950094,55,4.88,-1.76,90.16,9.64
kutum,0,SD,1581950094,11,14.2,24.67,86.68,8.28
praia da vitoria,75,PT,1581950094,58,38.73,-27.07,59.0,11.18
copiapo,90,CL,1581949997,64,-27.37,-70.33,69.8,3.36
aripuana,8,BR,1581950095,82,-9.17,-60.63,84.29,3.33
anahuac,90,MX,1581950095,100,27.23,-100.15,68.0,9.17
marsa matruh,40,EG,1581950095,55,31.35,27.25,62.6,11.41
manaure,40,CO,1581950095,62,11.78,-72.44,84.2,16.11
huarmey,0,PE,1581950096,59,-10.07,-78.15,80.04,6.89
leh,0,IN,1581950096,48,34.17,77.58,1.54,4.9
alamos,87,MX,1581949859,85,27.02,-108.93,52.0,3.0
manzanillo,7,CU,1581950096,59,20.34,-77.12,83.3,12.91
poddorye,46,RU,1581950097,69,57.47,31.12,42.08,11.39
colares,20,PT,1581950097,48,38.8,-9.45,63.0,16.11
san quintin,100,MX,1581950097,91,30.48,-115.95,56.14,6.38
ossora,100,RU,1581950097,77,59.24,163.07,-2.79,2.51
jiazi,0,CN,1581950097,70,22.88,116.07,51.67,6.58
gobabis,100,NA,1581950097,45,-22.45,18.97,83.19,9.24
port hardy,40,CA,1581949831,93,50.7,-127.42,32.0,3.36
saint-augustin,100,CA,1581950098,93,51.23,-58.65,24.55,11.36
kelme,75,LT,1581950098,65,55.63,22.93,44.6,19.46
tura,63,IN,1581950098,52,25.52,90.22,71.47,3.09
tatishchevo,99,RU,1581950098,63,51.67,45.6,35.01,4.0
petropavlovsk-kamchatskiy,0,RU,1581949839,77,53.05,158.65,3.2,11.18
tam ky,75,VN,1581950099,68,15.57,108.48,69.8,5.82
otradnoye,75,RU,1581950099,75,59.78,30.82,42.8,11.18
krasnoselkup,89,RU,1581950099,94,65.7,82.47,9.9,13.31
aksarka,100,RU,1581950099,94,66.56,67.8,11.55,18.54
bolanos de calatrava,75,ES,1581950099,72,38.91,-3.66,61.0,10.29
la suiza,20,CR,1581950100,68,9.85,-83.61,73.4,19.46
caramoran,0,PH,1581950100,74,13.98,124.13,79.88,19.62
amga,100,RU,1581950100,99,60.9,131.96,-4.61,0.69
newport,40,GB,1581950101,81,51.59,-3.0,51.01,27.51
jamsa,90,FI,1581950101,80,61.86,25.19,39.99,20.8
massaguet,5,TD,1581950101,8,12.48,15.44,95.0,11.41
grindavik,0,IS,1581950101,79,63.84,-22.43,39.2,18.34
najran,20,SA,1581950102,13,17.49,44.13,91.4,11.41
yeppoon,1,AU,1581950102,83,-23.13,150.73,80.6,5.82
bemidji,90,US,1581950103,85,47.47,-94.88,15.01,4.7
belaya gora,77,RU,1581950103,84,68.53,146.42,-10.05,3.11
matara,50,LK,1581950103,83,5.95,80.54,77.94,6.91
kungurtug,0,RU,1581950103,84,50.6,97.52,1.4,3.09
xilopolis,1,GR,1581950103,58,40.93,23.18,57.99,6.93
san ramon,1,US,1581949845,93,37.78,-121.98,51.01,1.59
abu dhabi,100,AE,1581950104,53,24.47,54.37,77.0,8.05
boly,72,HU,1581950104,54,45.97,18.52,62.6,16.11
katherine,40,AU,1581950105,74,-14.47,132.27,86.0,6.93
gazojak,100,TM,1581950105,44,41.19,61.4,40.75,10.94
rognan,75,NO,1581950106,64,67.1,15.39,39.99,12.75
darab,100,IR,1581950106,24,28.75,54.54,62.82,6.02
goderich,27,CA,1581950107,72,43.75,-81.72,24.01,7.36
lata,100,PT,1581950107,67,40.16,-8.33,61.0,11.01
wanning,100,CN,1581950107,70,18.8,110.4,60.46,8.46
northam,40,GB,1581950107,76,51.03,-4.22,48.99,13.87
kolpashevo,100,RU,1581950108,93,58.31,82.91,21.61,7.61
ayna,75,PE,1581950108,63,-12.65,-73.92,62.6,2.24
nenjiang,21,CN,1581950108,86,49.18,125.22,4.71,3.94
tarauaca,94,BR,1581950108,55,-8.16,-70.77,88.09,2.93
verkhnevilyuysk,93,RU,1581950108,97,63.45,120.32,-1.59,4.41
